sex,kanji,hiragana,pageid,birth_year,blood_type,height,weight,occupation,education,birth_place,birth_date,nationality
female,濱尾 作子,はまお さくこ,4221167,1859,,,,第４代 愛国婦人会会長,,{{JPN}},安政6年6月15日（1859年7月14日）,
female,野村 かつ子,のむら かつこ,4137321,1910,,,,社会運動家,同志社大学文学部,{{JPN}} 京都府京都市,1910年11月26日,
female,鐸木 能子,すずき よしこ,4064675,1928,,,,,,,,
female,藤井 美登利,ふじい みどり,3909994,,,,,,,,,
female,服部 ケサ,はっとり けさ,3891358,1884,,,,,,,,
female,船田 ミサヲ,ふなだ ミサヲ,3521753,1872,,,,教育者・婦人活動家,,愛媛県松山市柳井町,1872年2月21日（明治5年1月13日）,{{JPN}}
female,鳥羽 美花,とば みか,3416899,1961,,,,,,,,
female,細見 佳代,ほそみ かよ,3287753,1973,,,,スタイリスト、衣装デザイナー,,{{JPN}},{{生年月日|1973|6|11}},
female,仁藤 夢乃,にとう ゆめの,3229900,1989,,,,若年女性支援団体代表、明治学院大学研究員、社会活動家,明治学院大学社会学部,{{JPN}} 東京都町田市,{{生年月日と年齢|1989|12|19}},{{JPN}}
female,鹿嶋 ゑつ,かしま えつ,2770138,1880,,,,,,,,
female,高岡 智照,たかおか ちしょう,2769863,1896,,,,尼僧、芸舞妓、女優,,大阪市南区上本町,{{生年月日|1896|04|22}},{{JPN}}
female,吉岡 彌生,よしおか やよい,78004,1871,,,,医学,済生学舎,{{JPN}}・遠江国城東郡土方村,1871年4月29日（明治4年3月10日）,{{JPN}}
female,三木 睦子,みき むつこ,126931,1917,,,,政治運動家、社会活動家,東京府立第一高等女学校,{{Flagicon|JPN1889}} 日本・千葉県,{{生年月日と年齢|1917|7|31|no}},
female,大部 由美,おおべ ゆみ,171536,1975,,,,,,,,
female,池田 浩美,いけだ ひろみ,171545,,,,,,,,,
female,大竹 七未,おおたけ なみ,210979,1974,,,,,,,,
female,大岩 真由美,おおいわ まゆみ,802847,1972,,,,,,北海道室蘭市,{{Birth date and age|1972|04|11}},
female,伊藤 香菜子,いとう かなこ,1064692,1983,,,,,,,,
female,村崎 サイ,むらさき サイ,1202725,1864,,,,教育者,,{{JPN}} 香川県苗羽村,{{生年月日と年齢|1864|07|10|no}},
female,山路 ふみ子,やまじ ふみこ,1436345,1912,,,,,,,,
female,泉 美幸,いずみ みゆき,1497903,1975,,,,,,,,
female,片桐 ひろみ,かたぎり ひろみ,1503291,1973,,,,,,,,
female,綾部 美知枝,あやべ みちえ,1544693,1948,,,,,,,,
female,前北 美弥子,まえきた みやこ,1800514,1963,,,,,,,,
female,有富 明菜,ありとみ あきな,1831394,1982,,,,,,,,
female,米山 久,よねやま ひさ,1868890,1897,,,,,,,,
female,岡本 三代,おかもと みよ,1903786,1978,,,,,,,,
female,大石 順教,おおいし じゅんきょう,2128619,1888,,,,,,,,
female,上羽 秀,うえば ひで,1918390,1923,,,,,,,,
female,阿部 夢梨,あべ ゆめり,3445719,2002,,,,,,,,
female,役山 礼子,やくやま れいこ,4911734,1927,,,,,,,,
female,ルース 利子,ルース としこ,4896103,1945,,,,,,,,
female,美谷島 邦子,みやじま くにこ,4641465,1947,,,,,,,,
female,松本 員枝,まつもと かずえ,4632616,1899,,,,,東京女子高等師範学校理科,和歌山県,1899年9月26日,{{JPN}}
female,水島 照子,みずしま てるこ,4603401,1920,,,,,,,,
female,村松 志保子,むらまつ しほこ,4551111,1854,,,,,済生学舎,,"1854年{{refnest|group = ""*""|name = ""生年の異説""|生年は1856年と1854年の2つの異説がある{{R|ペリネイタルケア200804_p87}}。墓碑銘では安政3年（1856年）7月23日だが、読売新聞の履歴では安政元年（1854年）8月である{{R|ペリネイタルケア200804_p87}}。没年齢は数え年69歳であり{{R|ペリネイタルケア200804_p87}}、後者の1854年なら計算が合うこともあり、多くの人名辞書は後者の説を採用している{{R|ペリネイタルケア200804_p88}}。一方で本所区に提出された志保子の生年は、安政元年7月である{{R|ペリネイタルケア200804_p88}}。虎の門病院産婦人科部長の石田力は、8月を新聞の誤記と判断し、生年月日を安政元年7月23日と結論づけている{{R|ペリネイタルケア200804_p88}}。}}",{{JPN}}
female,山本 昌子,やまもと まさこ,4546060,1993,,,,社会活動家,上智社会福祉専門学校,{{JPN}} 東京都板橋区,{{生年月日と年齢|1993|04|1}},
female,天野 実咲,あまの みさき,3963343,1985,,,,,,,,
female,丸山 千代,まるやま ちよ,3943041,1887,,,,,,,,
female,若柳 燕嬢,わかやぎ えんじょう,3907783,1870,,,,,,,,
female,宮城 タマヨ,みやぎ タマヨ,3900404,1892,,,,,,,,
female,渡辺 たま,わたなべ たま,3847495,1858,,,,,,,,
female,増原 裕子,ますはら ひろこ,3795752,1977,,,,経営コンサルタント明石市職員,慶應義塾大学大学院文学研究科,{{JPN}}・神奈川県横浜市,{{生年月日と年齢|1977|12|27}},{{JPN}}
female,宮下 忠子,みやした ただこ,3402813,1937,,,,,,,,
female,三浦 ミツ,みうら ミツ,3393404,1888,,,,,,,,
female,本野 久子,もとの ひさこ,3379250,1868,,,,,,,,
female,松浦 カツ,まつうら カツ,3376347,1901,,,,社会福祉法人 美深育成園 理事長,帯広女子尋常高等学校（後の帯広小学校）,北海道中川郡豊頃町,1901年6月26日,{{JPN}}
female,山高 しげり,やまたか しげり,3344669,1899,,,,,,,,
female,内山 環,うちやま たまき,3039110,1972,,,,,,,,
female,大野 忍,おおの しのぶ,2819575,1984,,,,,,,,
female,大谷 未央,おおたに みお,2819574,1979,,,,,,,,
female,山郷 のぞみ,やまごう のぞみ,171529,1975,,,,,,,,
female,川上 直子,かわかみ なおこ,171550,1977,,,,,,,,
female,山岸 靖代,やまぎし やすよ,171553,1979,,,,,,,,
female,下小 鶴綾,しもこづる あや,171571,1982,,,,,,,,
female,加藤 與惠,かとう ともえ,171575,1978,,,,,,,,
female,柳田 美幸,やなぎた みゆき,171597,1981,,,,,,,,
female,宮本 ともみ,みやもと ともみ,171608,1978,,,,,,,,
female,野田 朱美,のだ あけみ,211017,1969,,,,,,,,
female,高倉 麻子,たかくら あさこ,211122,1968,,,,,,,,
female,長峯 かおり,ながみね かおり,230574,1968,,,,,,,,
female,半田 悦子,はんだ えつこ,230615,1965,,,,,,,,
female,手塚 貴子,てづか たかこ,230656,1970,,,,,,,,
female,本田 美登里,ほんだ みどり,230687,1964,,,,,,,,
female,原 歩,はら あゆみ,522544,1979,,,,,,,,
female,石坂 結,いしざか ゆい,533890,1988,,,,,,,,
female,佐伯 夕利子,さえき ゆりこ,580837,1973,,,,,,,,
female,原 菜摘子,はら なつこ,803872,1989,,,,,,,,
female,鈴木 政江,すずき まさえ,976569,1957,,,,,,,,
female,東明 有美,とうめい ゆみ,976978,1972,,,,,,,,
female,石田 ひかり,いしだ ひかり,42884,1972,,,,,,,,
female,石村 舞波,いしむら まいは,72831,1992,,,,,,{{JPN}}・千葉県船橋市,{{生年月日と年齢|1992|11|20}},
female,石野 真子,いしの まこ,89155,1961,,,,,,,,
female,和泉 雅子,いずみ まさこ,402344,1947,,,,,,,,
female,和泉 奈保,いずみ なほ,563258,1983,,,,,,,,
female,石原 優子,いしはら ゆうこ,706396,1985,,,,,,,,
female,石渡 ひろみ,いしわたり ひろみ,839882,1983,,,,,,,,
female,石田 晴香,いしだ はるか,1495340,1993,,,,,,,,
female,石原 夏織,いしはら かおり,1720614,1993,,,,,,,,
female,石田 佳蓮,いしだ かれん,1767737,1996,,,,,,,,
female,泉川 朱里,いずみかわ あかり,1775939,1992,,,,,,,,
female,泉 はる,いずみ はる,1776413,1996,,,,,,,,
female,石田 ゆり,いしだ ゆり,2209801,1951,,,,歌手、女優,,{{JPN}} 大阪府池田市,{{生年月日と年齢|1951|11|23}},
female,石原 夕里朱,いしはら ゆりか,2498788,1989,,,,,,,,
female,泉 茉里,いずみ まり,3309956,1994,,,,,,,,
female,和泉 佳保里,いずみ かおり,3390577,1970,,,,,,,,
female,石橋 蛍,いしばし ほたる,3473439,2002,,,,,,,,
female,秋山 由奈,あきやま ゆな,5066831,2005,,,,,,,,
female,石田 悠佳,いしだ ゆうか,5101751,2006,,,,,,,,
female,石高 ゆめの,いしたか ゆめの,5091065,2001,,,,,,,,
female,石田 みなみ,いしだ みなみ,4953226,1998,,,,,,,,
female,石山 咲良,いしやま さくら,4618158,2004,B型{{R|ishiyama-profile}},,,歌手,,{{JPN}} 東京都{{R|ishiyama-profile}},{{生年月日と年齢|2004|2|22}}{{Cite web|和書|url=https://www.helloproject.com/juicejuice/profile/sakura_ishiyama/|title=Juice=Juice 石山咲良プロフィール|work=ハロー!プロジェクト オフィシャルサイト|date=2022-06-29|accessdate=2022-06-29}},
female,和泉 ふみ,いずみ ふみ,4469532,2001,,,,,,,,
female,和泉 芳怜,いずみ かれん,4428085,2004,,,,,,,,
female,石塚 汐花,いしづか しおか,4233704,1997,,,,,,,,
female,石田 優美,いしだ ゆうみ,4061220,1998,,,,,,,,
female,石塚 朱莉,いしづか あかり,3968681,1997,,,,,,,,
female,石野 理子,いしの りこ,3946680,2000,,,,{{Hlist-comma|歌手|女優}},,{{JPN}} 広島県,{{生年月日と年齢|2000|10|29}},
female,泉 明日菜,いずみ あすな,3916453,1995,,,,,,,,
female,泉 綾香,いずみ あやか,3786780,1989,,,,,,,,
female,石田 千穂,いしだ ちほ,3786399,2002,,,,,,,,
female,石飛 恵里花,いしとび えりか,3752475,1997,,,,,,,,
female,伊豆田 莉奈,いずた りな,3625600,1995,,,,,,,,
female,石原 美沙紀,いしはら みさき,3576119,1993,,,,,,,,
female,田代 久美子,たしろ くみこ,4930514,1980,,,,,,,,
female,齋原 みず稀,さいはら みずき,4413682,1997,,,,,,,,
female,石崎 珠里,いしざき じゅり,4413510,2010,,,,,,,,
female,松田 理子,まつだ みちこ,3961972,1966,,,,,,,,
female,曽山 加奈子,そやま かなこ,3821874,1987,,,,,,,,
female,百武 江梨,ももたけ えり,3741205,1983,,,,,,,,
female,三上 尚子,みかみ しょうこ,3623970,1981,,,,,,,,
female,寺谷 真弓,てらたに まゆみ,3429065,1971,,,,,,,,
female,福山 かおり,ふくやま かおり,3235040,1980,,,,,,,,
female,松長 佳恵,まつなが よしえ,3045216,1985,,,,,,,,
female,髙畑 志帆,こうはた しほ,2981088,1989,,,,,,,,
female,矢野 喬子,やの きょうこ,2819539,1984,,,,,,,,
female,小林 未央,こばやし みお,2815130,1981,,,,,,,,
female,浜田 遥,はまだ はるか,2622506,1993,,,,,,,,
female,杉本 あすか,すぎもと あすか,2439440,1980,,,,,,,,
female,石田 亜佑美,いしだ あゆみ,2438412,1997,O型,,,歌手、ナレーター,,{{JPN}} 宮城県仙台市福島民報2012年6月16日付12面（文化芸能面）『一緒に東北魂見せよう「モーニング娘。」石田が来社』,{{生年月日と年齢|1997|1|7}}{{Cite web|和書|url=https://www.jp-r.co.jp/ayumi_ishida/profile/ |title=アーティストプロフィール |work=石田亜佑美 |publisher=J.P ROOM |accessdate=2025-01-06}},
female,羽石 架苗,はねいし かなえ,2019445,1978,,,,,,,,
female,田邊 友恵,たなべ ともえ,1993501,1980,,,,,,,,
female,西川 早弓,にしがわ さゆみ,1984942,1990,,,,,,,,
female,松長 朋恵,まつなが ともえ,1896156,1985,,,,,,,,
female,柳井 里奈,やない りな,1884649,1989,,,,,,,,
female,轟 奈都子,とどろき なつこ,1867643,1977,,,,,,,,
female,米津 美和,よねつ みわ,1863013,1979,,,,,,,,
female,田中 桜,たなか さくら,1856173,1984,,,,,,,,
female,櫻田 有幾子,さくらだ あいこ,1813127,1982,,,,,,,,
female,愛宕 心響,あたご ここね,5042162,2005,,,,,,,,
female,新井 彩花,あらい あやか,4207288,2003,,,,,,,,
female,松永 佳世子,まつなが かよこ,2822417,1951,,,,医師,名古屋大学医学部,,1951年,
female,伊織 あい,いおり あい,3719786,1988,,,,,,,,
female,猪狩 ともか,いがり ともか,3541753,1991,,,,,,,,
female,大友 麻衣子,おおとも まいこ,2377355,1985,,,,,,,,
female,名取 マサ,なとり マサ,3376827,1889,,,,富良野国の子寮 寮長,札幌区百百裁縫女学校,北海道札幌区,1889年6月1日,{{JPN}}
female,野中 婉,のなか えん,2306716,1661,,,,,,,,
female,佐藤 志乃,さとう しの,3876367,1968,,,,,,,,
female,跡美 しゅり,あとみ しゅり,3322909,1995,,,,,,,,
female,明日 待子,あした まつこ,3130218,1920,,,,,,,,
female,東 李苑,あずま りおん,3118994,1996,,,,,,,,
female,浅川 梨奈,あさかわ なな,2905439,1999,,,,,,,,
female,穴井 夕子,あない ゆうこ,2803566,1974,,,,,,,,
female,新垣 望,あらがき のぞみ,2480785,1985,,,,囲碁インストラクター,藤村女子高等学校,{{jpn}} 東京都,{{Birth year and age|1985}},
female,朝倉 理恵,あさくら りえ,2487821,1953,,,,,,,,
female,青柳 佑芽,あおやぎ ゆめ,4276694,2001,,,,,,,,
female,青山 菜花,あおやま なのは,4230691,2008,,,,,,,,
female,秋山 絵美,あきやま えみ,3991598,1968,,,,,,,,
female,秋山 眞緒,あきやま まお,3874658,2002,B型,,,歌手,,{{JPN}} 大阪府,{{生年月日と年齢|2002|07|29}},
female,秋葉 令奈,あきば れな,3625742,,,,,,,,,
female,秋山 衣梨佳,あきやま えりか,3392061,1994,,,,,,,,
female,秋本 帆華,あきもと ほのか,3230541,1997,,,,,,,,
female,一龍斎 貞鏡,いちりゅうさい ていきょう,2929576,,,,,,,,,
female,綿貫 礼子,わたぬき れいこ,2650736,1928,,,,,,,,
female,前田 光子,まえだ みつこ,2503888,1912,,,,,,,,
female,石森 虹花,いしもり にじか,3614907,,,,,,,,,
female,石田 安奈,いしだ あんな,1786552,1996,,,,,,,,
female,北本 綾子,きたもと あやこ,1505725,1983,,,,,,,,
female,坂田 恵,さかた めぐみ,1404052,1971,,,,,,,,
female,山木 里恵,やまき りえ,1324883,1975,,,,,,,,
female,石坂 智子,いしざか ともこ,1001746,1963,,,,歌手,,{{JPN}} 石川県金沢市,{{生年月日と年齢|1963|2|27}},
female,碧川 かた,みどりかわ かた,2036629,1869,,,,,,,,
female,三上 千代,みかみ ちよ,2024816,1891,,,,,,,,
female,横田 早紀江,よこた さきえ,2001134,1936,,,,,,{{JPN}} 京都府京都市,{{生年月日と年齢|1936|2|4}},{{JPN}}
female,矢島 せい子,やじま せいこ,1938898,1903,,,,社会福祉運動家、民俗学者,日本女子大学 中退,{{JPN}} 東京府東京市浅草区（現在の東京都台東区浅草）,1903年4月6日,
female,穴井 千尋,あない ちひろ,2576096,1996,,,,,,,,
female,市井 紗耶香,いちい さやか,15889,1983,A型,,,タレント女優歌手,,{{JPN}}・千葉県船橋市,{{生年月日と年齢|1983|12|31}},
female,遠山 敦子,とおやま あつこ,558222,1938,,,,,,,,
female,市井 由理,いちい ゆり,659274,1972,,,,,,,,
female,長尾 立子,ながお りつこ,791264,1933,,,,,,,,
female,一宮 里菜,いちみや りな,1267705,1987,,,,,,,,
female,一之瀬 まゆ,いちのせ まゆ,1651958,1981,,,,,,,,
female,一色 美名,いっしき みな,2010525,1991,,,,,,,,
female,一場 千秋,いちば ちあき,2112995,1981,,,,,,,,
female,市橋 直歩,いちはし なおほ,2642645,1992,,,,,,,,
female,豊田 真由子,とよた まゆこ,2725756,1974,,,,,,,,
female,磯山 さやか,いそやま さやか,2727766,1983,,,,,,,,
female,市川 美織,いちかわ みおり,2758777,1994,,,,,,,,
female,市來 玲奈,いちき れな,2759222,1996,,,,,,,,
female,板野 友美,いたの ともみ,2864554,1991,,,,,,,,
female,中島 恵理,なかじま えり,3302850,1972,,,,,,,,
female,市川 優月,いちかわ ゆづき,3341709,2003,,,,,,,,
female,市川 咲,いちかわ さき,3392921,,,,,,,,,
female,五木 あきら,いつき あきら,3403085,1994,,,,,,,,
female,一ノ瀬 瑠菜,いちのせ るな,4976577,2007,,,,,,,,
female,板倉 可奈,いたくら かな,4976118,2001,,,,YouTuber,,,,{{JPN}}
female,一宮 ゆい,いちみや ゆい,4910467,2000,,,,,,,,
female,一宮 あい,いちみや あい,4904464,2004,,,,,,,,
female,中川 彩子,なかがわ さいこ,4842613,,,,,,,,,
female,一ノ瀬 みか,いちのせ みか,4702378,2000,,,,,,,,
female,磯部 恭子,いそべ きょうこ,4578415,1971,,,,歌手・モデル・ 女優・アイドル,,{{JPN}}・東京都,{{生年月日と年齢|1971|10|8}},
female,一ノ瀬 美空,いちのせ みく,4530189,2003,,,,,,,,
female,市川 結愛,いちかわ ゆあ,4039173,,,,,,,,,
female,伊勢 鈴蘭,いせ れいら,3972872,2004,A型,,,歌手,,{{JPN}} 北海道,{{生年月日と年齢|2004|1|19}}{{Cite web|和書|url=https://helloproject.com/angerme/profile/layla_ise/ | title=アンジュルム 伊勢鈴蘭プロフィール|work=ハロー!プロジェクト オフィシャルサイト|accessdate=2019-07-12}},
female,磯辺 莉英,いそべ りえ,3972565,1973,,,,,,,,
female,一岡 伶奈,いちおか れいな,3868078,1999,A型,,,歌手、芸能プロデューサー,,{{JPN}}・東京都,{{生年月日と年齢|1999|2|25}},
female,一色 杏子,いっしき きょうこ,3524940,1998,,,,,,,,
female,藤本 ひとみ,ふじもと ひとみ,256337,1951,,,,,,,,
female,中山 恭子,なかやま きょうこ,309431,1940,,,,,,,,
female,松原 亘子,まつばら のぶこ,400822,1941,,,,,イリノイ大学大学院 修了,{{JPN}} 島根県,{{生年月日と年齢|1941|01|09}},
female,中原 暢子,なかはら のぶこ,1311039,1929,,,,,,,,
female,村重 直子,むらしげ なおこ,2202892,,,,,医師,東京大学医学部,,,
female,村木 厚子,むらき あつこ,2805728,1955,,,,,,,,
female,長野 裕子,ながの ゆうこ,2811528,,,,,,,,,
female,板東 久美子,ばんどう くみこ,3064286,1954,,,,,,,,
