,infobox
1186,"{'氏名': '山口 絵理子', 'ふりがな': 'やまぐち えりこ', '生年月日': '{{生年月日と年齢|1981|08|21}}', '生誕地': '{{JPN}}・埼玉県さいたま市', '国籍': '{{JPN}}', '出身校': '{{仮リンク|BRAC大学|en|BRAC University}}大学院開発学部修士課程 修了慶應義塾大学総合政策学部 卒業埼玉県立大宮工業高等学校', '職業': 'デザイナー、マザーハウス代表取締役', '活動期間': '2006年-', '活動拠点': '{{JPN}}{{BGD}}'}"
70,"{'name': ""きゅい～ん'ズ"", 'background': 'group', 'origin': '{{JPN}}', 'genre': 'J-POP', 'years_active': '2014年 - 2023年', 'label': '{{plainlist| *DUNIVERSE *STAR }}', 'production': 'STAR', 'url': '[http://kyueens.com/ オフィシャルサイト]', 'current_members': '{{plainlist| *橘祐里 *真白あかり *黒崎はる }}', 'past_members': '{{plainlist| *鳴海咲菜 *小野光奈 *愛沢優姫乃 *早乙女まこ *桜葉美雅 *藤咲璃子 *望月ひより *西葉瑞希 *双葉はな *瀬能愛未 *新野海優 }}'}"
1308,"{'名前': '砂原 奏', '分類': '女流', '棋士番号': '86', '生年月日': '2006年{{月日|12|23|on}}（{{年数|2006|12|23}}歳）', 'プロ年度': '{{将棋年度|2023|2023年}}{{月日|09|01|on}}（{{年数|2006|12|23|2023|09|01}}歳）', '出身地': '千葉県船橋市', '所属': '関東', '師匠': '加瀬純一', '段位': '女流2級', '作成日時': '2023年9月1日'}"
1295,"{'氏名': '池田 佳代', 'ふりがな': 'いけだ かよ', '生年月日': '{{生年月日と年齢||12|1}}', '生誕地': '{{JPN}}・京都府京都市', '職業': '実業家、プロダクトデザイナー海南大学客員教授', '団体': '株式会社C&C 代表取締役社長', '座右の銘': '驕ること勿れ'}"
751,"{'氏名': '志賀 こず江', 'ふりがな': 'しが こずえ', '生年月日': '{{生年月日と年齢|1948|11|23}}', '生誕地': '{{JPN}}・東京都', '教育': '法学士', '出身校': '慶應義塾大学法学部卒', '職業': '弁護士', '活動期間': '1998年-', '団体': '第一東京弁護士会', '代表作': '『ピアノがうるさい!―主婦弁護士・志賀こず江の法律相談』『ほかの誰でもない私をさがして―スチュワーデス、弁護士になる』『弁護士のしごと（15歳からの「仕事」の教科書 2）』'}"
834,"{'名前': '{{ruby|川村|かわむら}} エミコ', '本名': '川村 恵美子', '生年月日': '{{生年月日と年齢|1979|12|17}}', '出身地': '神奈川県三浦市', '血液型': 'B型', '身長': '163cm', '最終学歴': '東京経済大学経営学部経営学科', 'コンビ名': 'たんぽぽ', '相方': '白鳥久美子', '芸風': '漫才、コント', '事務所': 'ホリプロコム', '活動時期': '2003年 -', '同期': '金魚ばち尾形貴弘（パンサー）銀シャリジャルジャルなど', '現在の代表番組': '世界の果てまでイッテQ!', '配偶者': '未婚', '公式サイト': '[https://ameblo.jp/sienne04/ オフィシャルブログ]', 'その他': 'スリーサイズはB87cm（Hカップ）、W86cm、H98cm'}"
584,"{'name': 'dela', 'landscape': 'yes', 'background': 'group', 'origin': '{{JPN}}・愛知県名古屋市', 'genre': 'J-POP', 'years_active': '2012年 -', 'label': 'miuzic Entertainment', 'production': '名古屋美少女ファクトリー', 'associated_acts': '近藤薫（二代目プロデューサー）中村浩一（初代プロデューサー）', 'url': '[https://www.nbgf.jp/ nbgf.jp]', 'current_members': '山吹萌藤本南松島七葉早川雪乃今田希松浦奈々後藤ひなの滝沢優華森本小鳥山川愛果人見桃歌河村かれん沢田朱音本多もか黒木春菜竹下優里'}"
857,"{'コンビ名': '連戦姉妹RENSEN SHIMAI', '画像': '280px', 'キャプション': '左から、川村れいな、川村わかな（2009年8月）', 'メンバー': '川村れいな川村わかな', '結成年': '2001年', '解散年': '2010年', '旧コンビ名': '連戦連笑', '現在の活動状況': '解散（両者共に引退）', '事務所': 'ケイダッシュステージ', '活動時期': '2001年 - 2010年5月', '芸種': 'コント、ショートコント、漫才', '過去の代表番組': '笑いの金メダル桜塚ヤンキースエンタの神様など'}"
248,"{'氏名': '北原 みのり', 'ふりがな': 'きたはら みのり', '生年月日': '{{生年月日と年齢|1970|11|24}}', '生誕地': '{{JPN}}・神奈川県横浜市', '出身校': '津田塾大学卒業日本女子大学大学院中退', '職業': '著作家、社会活動家、実業家', '団体': '希望のたね基金理事'}"
346,"{'氏名': '甲斐 美和', 'ふりがな': 'かい みわ', '生年月日': '{{生年月日と年齢|1913|5|24|no}}{{Sfn|音楽年鑑|1941|p=143|loc=[https://dl.ndl.go.jp/info:ndljp/pid/1109457/103 甲斐美和子]}}', '生誕地': '{{USA1912}} サンフランシスコ', '没年月日': '{{死亡年月日と没年齢|1913|5|24|2011|12|10}}', '死没地': '{{USA}} ニューヨーク', '国籍': '{{JPN}}', '別名': '甲斐 美和子', '職業': '{{hlist-comma|司書|ピアニスト}}', '雇用者': 'コロンビア大学', '受賞': '第1回音楽コンクールピアノ部門大賞（1932年）', '栄誉': '勲四等宝冠章'}"
891,"{'名前': 'カイちゃん', '本名': '甲斐 久美子（かい くみこ）', '別名義': 'カイ・ジョンソン', '生年月日': '{{生年月日と年齢|1981|08|28}}', '出身地': '{{JPN}} 兵庫県神戸市', '血液型': 'A型', '身長': '166 cm', '最終学歴': '兵庫県立伊川谷北高等学校卒業', '出身': 'NSC大阪校41期', 'トリオ名': '赤鬼合衆国（解散）', '芸風': 'コント一発ギャグ', '事務所': '吉本興業', '活動時期': '2018年 -', '同期': 'cacaoキャツミタイムキーパーなど', '公式サイト': '[{{吉本プロフィール|7444}} 公式プロフィール]'}"
389,"{'氏名': '古旗 照美（こばた てるみ）', '生年月日': '1968年', '生誕地': '{{Flagicon|JPN}} 東京都', '職業': 'しょくスポーツ代表取締役', '出身校': '日本女子大学家政学部卒業'}"
739,"{'名前': '石川 秀美', 'ふりがな': 'いしかわ ひでみ', '背景色': 'singer', '本名': '薬丸 秀美やくまる ひでみ（旧姓：石川）', '出生': '{{生年月日と年齢|1966|7|13}}', '出身地': '{{jpn}}・愛知県瀬戸市', '学歴': '明治大学付属中野高等学校定時制卒業', 'ジャンル': 'アイドル歌謡曲・ロック', '職業': '元歌手・元女優・アイドル', '担当楽器': 'ボーカル', '活動期間': '1982年 - 1990年', 'レーベル': 'RVC（1982 - 1987年）BMGビクター（1987 - 1990年）', '事務所': '芸映（1982 - 1990年）', '配偶者': '薬丸裕英', '著名な家族': '薬丸翔（旧名SHO：長男）薬丸隼人（サッカー選手：次男）薬丸玲美（タレント：長女）'}"
336,"{'名前': 'NiziU', '画像': ""NiziU Oct'24.png"", '画像説明': '上段左から時計回りに NINA、RIO、MAYUKA、RIKU、AYAKA、RIMA、MIIHI、MAKO、MAYA（2024年10月）', '画像補正': 'yes', '背景色': 'group', '出身地': '{{JPN}}', 'ジャンル': ""{{Hlist-comma|J-POP{{Cite web|和書|author=菅原史稀 |title=NiziU RIMA×MAYUKA、“ラップライン”の2人の違いと共通点 |url=https://realsound.jp/2021/02/post-713529.html |website=Real Sound |publisher=株式会社blueprint |date=2021-02-26 |accessdate=2021-08-17 }}|K-POP{{Cite news |last=Dong |first=Sun-hwa |title=Japanese-speaking K-pop girl band: JYP's audition program to air in Japan |url=https://www.koreatimes.co.kr/entertainment/k-pop/20200121/japanese-speaking-k-pop-girl-band-jyps-audition-program-to-air-in-japan |newspaper=The Korea Times |date=2020-01-21 |accessdate=2020-12-20 |language=en }}{{Cite news |title=K-pop groups without Koreans |url=https://www.koreatimes.co.kr/entertainment/k-pop/20200907/k-pop-groups-without-koreans |newspaper=The Korea Times |date=2020-09-07 |accessdate=2020-12-20 |language=en }}}}"", '活動期間': '2020年 -', 'レーベル': '{{Plainlist| * {{flagicon|JPN}} Epic Records Japan * {{flagicon|KOR}} JYP Japan / ONE Label }}', '事務所': 'JYPエンターテインメント', '共同作業者': '{{Plainlist| * ソニー・ミュージックエンタテインメント * J.Y. Park }}', '公式サイト': '[https://niziu.com NiziU Official Website]', 'メンバー': '{{Plainlist| * MAKO * RIO * MAYA * RIKU * AYAKA * MAYUKA * RIMA * MIIHI * NINA }}', 'module': '{{Infobox YouTube personality | embed = yes | logo = frameless|class=skin-invert-image | logo_size = 180px | channel_url = UCHp2q2i85qt_9nn2H7AvGOw | channel_display_name = NiziU Official | years_active = 2020年 - | genre = {{ublist|音楽|エンターテインメント}} | subscribers = 229万人 | views = 15億4770万1618回 | stats_update = {{Dts|2025-11-13}} }}'}"
436,"{'氏名': '新島 八重', 'ふりがな': 'にいじま やゑ', '画像': 'Niijima Yae big portrait.png', '画像サイズ': '250px', '画像説明': '新島 八重', '出生名': '山本 八重', '生年月日': '1845年12月1日', '生誕地': '{{JPN}}陸奥国会津', '没年月日': '{{死亡年月日と没年齢|1845|12|1|1932|6|14}}', '死没地': '{{JPN}}京都府京都市上京区', '墓地': '同志社墓地（京都府京都市左京区鹿ケ谷若王子山町）', '住居': '京都府', '国籍': '{{JPN1870}}', '別名': '新島八重子', '職業': '教育者、看護婦、茶道家', '著名な実績': '同志社大学、同志社女子大学の発展、従軍看護', '影響を受けたもの': '聖書', '影響を与えたもの': '同志社大学、同志社女子大学、熊本バンド、救世軍', '活動拠点': '陸奥国会津、京都府京都市', '宗教': 'キリスト教', '宗派': 'プロテスタント', '配偶者': '川崎尚之助（1865頃 - 1871）新島襄（1876 - 1890）', '親戚': '山本権八（父）山本佐久（母）山本覚馬（実兄）山川健次郎', '受賞': '勲七等宝冠章[http://www.dwc.doshisha.ac.jp/yae/ 新島八重×同志社女子大学]勲六等宝冠章'}"
576,"{'名前': '乃木坂46', '画像': 'Nogizaka46 logo.svg', '画像説明': '乃木坂46のロゴマーク', '画像サイズ': '220px', '背景色': 'group', '出身地': '{{JPN}}', 'ジャンル': 'J-POP', '活動期間': '2011年 -', 'レーベル': 'N46Div.（Sony Music）', '事務所': '乃木坂46合同会社', '共同作業者': '{{Plainlist| * Sony Music Entertainment * 秋元康 }}', '公式サイト': '{{Official website|https://www.nogizaka46.com/|乃木坂46公式サイト}}', 'メンバー': '現メンバーを参照', '旧メンバー': '元メンバーを参照', 'module': '{{Infobox |child = yes |label1 = 受賞歴 |data1 = 受賞歴を参照 }}'}"
257,"{'氏名': '沢田 美喜', 'ふりがな': 'さわだ みき', '画像': '200px', '画像説明': '1952年の沢田', '生年月日': '1901年9月19日', '生誕地': '{{JPN}}・東京府東京市本郷区（現・東京都文京区）', '没年月日': '{{死亡年月日と没年齢|1901|9|19|1980|5|12}}', '死没地': '{{SPA}}・マヨルカ島', '死因': '心臓発作', '国籍': '{{JPN}}', '出身校': '東京女子高等師範学校附属高等女学校中退', '職業': '社会事業家', '配偶者': '沢田廉三', '子供': '長男・信一次男・久雄三男・晃長女・恵美子', '親': '岩崎久弥（父）寧子（母）', '親戚': '保科正徳（高祖父）岩崎弥次郎（曾祖父）岩崎美和（曾祖母）保科正丕（曾祖父）岩崎弥太郎（祖父）岩崎喜勢（祖母）保科正益（祖父）岩崎彦弥太（兄）岩崎隆弥（兄）岩崎弥之助（大叔父）加藤高明（義伯父）木内重四郎（義叔父）幣原喜重郎（義叔父）保科正昭（叔父）岩崎寛弥（甥）'}"
1282,"{'氏名': '石川 幹子', 'ふりがな': 'いしかわ みきこ', '生年月日': '{{生年月日と年齢|1948|10|27}}', '生誕地': '{{JPN}}・宮城県岩沼市', '職業': 'ランドスケープ・アーキテクト中央大学研究開発機構 機構教授', '出身校': '宮城学院中学校・高等学校東京大学農学部ハーバード大学デザイン大学院東京大学大学院農学生命科学研究科', '配偶者': '石川経夫', '子供': '有'}"
790,"{'名前': 'イモトアヤコ', '本名': '石﨑 絢子（いしざき あやこ）{{Cite web|和書|url=https://asajo.jp/excerpt/99356|title=イモトアヤコがブルーインパルス搭乗で明かしたプライベートに視聴者びっくり！|accessdate=2021-12-25|publisher=徳間書店|website=アサジョ}}（旧姓：井本）', 'ニックネーム': 'イモト', '生年月日': '{{生年月日と年齢|1986|1|12}}', '出身地': '{{JPN}} 鳥取県西伯郡岸本町（現：伯耆町岸本）', '血液型': 'O型', '身長': '158 cm[https://www.watanabepro.co.jp/mypage/30000016/ ワタナベエンターテインメント プロフィール]', '体重': '48', 'ウエスト': '62', 'ヒップ': '86-88', 'カップ': 'E', '靴': '23.5', '方言': '共通語、雲伯方言', '最終学歴': '文教大学情報学部広報学科', '出身': 'ワタナベコメディスクール3期', 'コンビ名': '東京ホルモン娘（2006年 - 2007年）', '相方': 'バービー（コンビ時代）東京ウタカルタ（トリオ時代）', '芸風': 'リアクション芸漫談コント', '事務所': 'ワタナベエンターテインメント', '活動時期': '2006年9月 -', '同期': '平井“ファラオ”光（馬鹿よ貴方は）慶クリニック高田など', '現在の代表番組': '世界の果てまでイッテQ!', '過去の代表番組': 'ネプ&イモトの世界番付', '作品': '著書『珍獣ハンターイモト動物図鑑』同図鑑「アフリカ編」など', '他の活動': '女優', '配偶者': '石﨑史郎（日本テレビディレクター）', '親族': '父母、妹、祖母', '公式サイト': '[https://www.watanabepro.co.jp/mypage/30000016/ プロフィール]'}"
